Company,Location HQ,# Laid Off,Date,%,Industry,Source,Stage,$ Raised (mm),Country,Date Added,Ticker
Dropbox,SF Bay Area,500.0,2023-04-27,16%,Other,https://blog.dropbox.com/topics/company/a-message-from-drew,Post-IPO,$1700,United States,4/27/2023,DBX
Alteryx,Los Angeles,320.0,2023-04-27,11%,Data,https://siliconangle.com/2023/04/27/alteryx-delivers-mixed-earnings-results-plans-cut-11-staff/,Post-IPO,$613,United States,4/27/2023,None
Vroom,New York City,120.0,2023-04-27,11%,Transportation,https://www.hrkatha.com/news/layoff/vroom-to-let-go-11-workforce/,Post-IPO,$1300,United States,4/27/2023,VRM
Megaport,"Brisbane,Non-U.S.",50.0,2023-04-27,16%,Infrastructure,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02659300-2A1446019?access_token=83ff96335c2d45a094df02a206a39ff4,Post-IPO,$98,Australia,4/28/2023,92J.F
Lyft,SF Bay Area,1072.0,2023-04-21,26%,Transportation,https://www.cnbc.com/2023/04/27/lyft-layoffs-company-to-cut-1072-employees-or-26percent-of-its-workforce.html,Post-IPO,$4900,United States,4/21/2023,LYFT
BuzzFeed,New York City,180.0,2023-04-20,15%,Media,https://variety.com/2023/digital/news/buzzfeed-news-shutting-down-layoffs-1235589751/,Post-IPO,$696,United States,4/20/2023,BZFD
Lenovo,Raleigh,,2023-04-20,,Hardware,https://www.channelweb.co.uk/news/4112502/lenovo-layoffs-confirmed-response-pc-downturn-report,Post-IPO,$850,United States,4/20/2023,0992.HK
F5,Seattle,623.0,2023-04-19,9%,Security,https://www.reuters.com/technology/software-firm-f5-layoff-9-staff-trims-fiscal-revenue-guidance-2023-04-19/,Post-IPO,,United States,4/20/2023,FFIV
WalkMe,SF Bay Area,112.0,2023-04-19,10%,Other,https://www.calcalistech.com/ctechnews/article/byc3z4pgn,Post-IPO,$307,United States,4/19/2023,None
Opendoor,SF Bay Area,560.0,2023-04-18,22%,Real Estate,https://www.inman.com/2023/04/18/opendoor-lays-off-22-of-its-workforce-in-latest-round-of-cuts/,Post-IPO,$1900,United States,4/18/2023,OPEN
Viasat,San Diego,300.0,2023-04-12,4%,Other,https://www.sandiegouniontribune.com/business/story/2023-04-12/viasat-trims-global-workforce,Post-IPO,$366,United States,4/25/2023,VSAT
Science 37,Los Angeles,140.0,2023-04-12,,Healthcare,https://www.bizjournals.com/triangle/news/2023/04/12/science-37-cutting-140-jobs-us-europe-asia-growth.html,Post-IPO,$347,United States,5/5/2023,None
Medtronic,SF Bay Area,59.0,2023-04-12,,Healthcare,https://www.massdevice.com/medtronic-layoffs-california/,Post-IPO,$5900,United States,4/13/2023,MDT
Redfin,Seattle,201.0,2023-04-11,4%,Real Estate,https://www.geekwire.com/2023/redfin-lays-off-201-employees-as-housing-market-continues-to-retrench/,Post-IPO,$320,United States,4/13/2023,RDFN
Acxiom,Little Rock,,2023-04-11,,Marketing,https://www.thecabin.net/news/acxiom-reduces-workforce-following-assessment/article_82704fbb-6267-5072-a057-b8f026aabe7a.html,Post-IPO,,United States,4/12/2023,None
Pear Therapeutics,Boston,170.0,2023-04-07,92%,Healthcare,https://www.statnews.com/2023/04/07/pear-therapeutics-bankruptcy-stock-sale/,Post-IPO,$409,United States,4/7/2023,None
Absolute Software,"Vancouver,Non-U.S.",40.0,2023-04-06,5%,Security,https://www.absolute.com/company/press-releases/2023/absolute-software-announces-workforce-restructuring/,Post-IPO,,Canada,4/6/2023,None
Amplitude,SF Bay Area,99.0,2023-04-05,13%,Data,https://amplitude.com/blog/team-update,Post-IPO,$311,United States,4/5/2023,AMPL
View,SF Bay Area,170.0,2023-04-03,23%,Other,https://therealdeal.com/national/2023/04/03/view-cuts-23-of-staff-seeks-funds-to-survive-2023/,Post-IPO,$2300,United States,4/4/2023,B63.F
Apple,SF Bay Area,,2023-04-03,,Retail,https://www.bloomberg.com/news/articles/2023-04-03/apple-to-make-small-number-of-job-cuts-in-some-corporate-retail-teams#xj4y7vzkg,Post-IPO,$6200,United States,4/5/2023,AAPL
Roku,SF Bay Area,200.0,2023-03-30,6%,Media,https://www.reuters.com/technology/streaming-device-maker-roku-cut-200-jobs-second-round-layoffs-2023-03-30/,Post-IPO,$208,United States,3/30/2023,ROKU
LendingTree,Charlotte,150.0,2023-03-30,13%,Finance,https://www.wsoctv.com/news/local/lendingtree-cutting-workforce-by-13-latest-layoff-round/264JH3PRKNE4TH3HUR5WA7T6XU/,Post-IPO,,United States,3/31/2023,TREE
Spotify,"Stockholm,Non-U.S.",15.0,2023-03-30,,Media,https://www.bloomberg.com/news/newsletters/2023-03-30/tensions-flare-inside-npr-after-staff-layoffs-and-town-halls,Post-IPO,$2100,Sweden,3/31/2023,SPOT
Kyndryl,New York City,,2023-03-30,,Infrastructure,https://www.channelfutures.com/business-models/kyndryl-confirms-layoffs-as-no-1-cost-is-always-flesh-and-bone,Post-IPO,,United States,3/31/2023,KD
Electronic Arts,SF Bay Area,780.0,2023-03-29,6%,Consumer,https://www.wsj.com/articles/electronic-arts-says-it-is-laying-off-6-of-workforce-d9c2b7e1?mod=djemalertNEWS,Post-IPO,$2,United States,3/29/2023,EA
Seagate,SF Bay Area,480.0,2023-03-29,,Hardware,https://in.investing.com/news/seagate-unveils-further-round-of-layoffs-citing-economic-uncertainty-3578578,Post-IPO,,United States,3/31/2023,STX
iCAD,Nashua,23.0,2023-03-29,28%,Healthcare,https://www.medtechdive.com/news/iCAD-AI-layoffs-new-ceo/646300/,Post-IPO,$59,United States,4/7/2023,ICAD
Shift,SF Bay Area,,2023-03-29,30%,Transportation,https://techcrunch.com/2023/03/29/online-used-car-marketplace-shift-cuts-workforce-30-following-carlotz-merger/,Post-IPO,$504,United States,3/29/2023,FOUR
Lucid Motors,SF Bay Area,1300.0,2023-03-28,18%,Transportation,https://techcrunch.com/2023/03/28/lucid-to-lay-off-1300-employees-in-restructuring/,Post-IPO,$8300,United States,3/28/2023,None
AEye,SF Bay Area,46.0,2023-03-28,33%,Transportation,https://investors.aeye.ai/node/8921/html,Post-IPO,$314,United States,3/29/2023,AEYE
Better Therapeutics,SF Bay Area,,2023-03-27,35%,Healthcare,https://www.mobihealthnews.com/news/prescription-digital-therapeutics-company-better-therapeutics-announces-layoffs,Post-IPO,$143,United States,3/31/2023,BTTX
Cimpress,"Paris,Non-U.S.",500.0,2023-03-23,,Retail,https://www.marketwatch.com/story/cimpress-plans-to-cut-about-500-jobs-768d3efc,Post-IPO,$300,France,4/11/2023,CMPR
Logitech,"Geneva,Non-U.S.",300.0,2023-03-22,,Hardware,https://www.bloomberg.com/news/articles/2023-03-22/logitech-cuts-300-jobs-on-post-covid-slump-in-computer-gadgets?srnd=technology-vp#xj4y7vzkg,Post-IPO,,Switzerland,3/23/2023,LOGI
Wejo,"Chester,Non-U.S.",40.0,2023-03-22,16%,Transportation,https://wejo.gcs-web.com/node/7461/html,Post-IPO,$376,United Kingdom,3/24/2023,WEJOF
Marvell,SF Bay Area,320.0,2023-03-21,4%,Hardware,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall,Post-IPO,,United States,3/21/2023,MRVL
Expedia,Seattle,,2023-03-21,,Travel,https://www.geekwire.com/2023/expedia-group-lays-off-workers-as-part-of-strategic-actions/,Post-IPO,$3300,United States,3/22/2023,EXPE
Laybuy,"Auckland,Non-U.S.",,2023-03-21,10%,Finance,https://www.nbr.co.nz/investment/laybuy-begins-further-restructure-affecting-10-of-staff/,Post-IPO,$130,New Zealand,3/21/2023,None
Amazon,Seattle,9000.0,2023-03-20,,Retail,https://www.cnbc.com/2023/03/20/amazon-layoffs-company-to-cut-off-9000-more-workers.html,Post-IPO,$108,United States,3/20/2023,AMZN
Freshworks,SF Bay Area,114.0,2023-03-16,2%,Support,https://www.moneycontrol.com/news/business/freshworks-undertakes-another-round-of-layoffs-10259901.html,Post-IPO,$484,United States,3/16/2023,FRSH
Coherent,SF Bay Area,108.0,2023-03-16,,Manufacturing,https://www.siliconvalley.com/2023/03/16/coherent-fremont-job-cut-tech-layoff-google-facebook-twitter-economy/,Post-IPO,,United States,3/16/2023,COHR
Leafly,Seattle,40.0,2023-03-16,21%,Retail,https://www.geekwire.com/2023/leafly-reportedly-lays-off-employees-for-second-time-in-a-year/,Post-IPO,$71,United States,3/16/2023,LFLY
Boxed,New York City,32.0,2023-03-15,25%,Retail,https://www.crainsnewyork.com/technology/e-commerce-firm-boxedcom-shed-25-staff-it-looks-buyer,Post-IPO,$365,United States,3/17/2023,None
Nubank,"Sao Paulo,Non-U.S.",30.0,2023-03-15,,Finance,https://brazilian.report/liveblog/politics-insider/2023/06/07/nubank-layoffs-restructuring/,Post-IPO,$4100,Brazil,6/8/2023,None
Meta,SF Bay Area,10000.0,2023-03-14,,Consumer,https://about.fb.com/news/2023/03/mark-zuckerberg-meta-year-of-efficiency/,Post-IPO,$26000,United States,3/14/2023,META
Samsung,SF Bay Area,30.0,2023-03-14,,Hardware,https://www.zeebiz.com/companies/news-samsung-layoffs-2023-south-korean-giant-cuts-3-jobs-at-us-chip-subsidiary-225788,Post-IPO,,United States,3/15/2023,005930.KS
GoTo Group,"Jakarta,Non-U.S.",600.0,2023-03-10,,Transportation,https://www.reuters.com/technology/indonesia-tech-firm-goto-announces-layoffs-impacts-around-600-roles-statement-2023-03-10/,Post-IPO,$1300,Indonesia,3/10/2023,None
Xero,"Wellington,Non-U.S.",800.0,2023-03-09,15%,Finance,https://www.stuff.co.nz/business/300826021/xero-plans-to-cut-up-to-800-jobs,Post-IPO,$681,New Zealand,3/8/2023,XRX
Neoleukin Therapeutics,Seattle,,2023-03-09,70%,Healthcare,https://www.geekwire.com/2023/shares-of-neoleukin-therapeutics-spike-after-announcing-layoffs-and-potential-sale-or-merger/,Post-IPO,$157,United States,3/13/2023,None
Take-Two Interactive,New York City,,2023-03-07,,Consumer,https://www.gamespot.com/articles/gta-parent-company-confirms-layoffs-primarily-impacting-non-development-positions/1100-6512117/,Post-IPO,$2700,United States,3/7/2023,TTWO
Atlassian,"Sydney,Non-U.S.",500.0,2023-03-06,5%,Other,https://www.cnbc.com/2023/03/06/atlassian-cuts-5percent-of-headcount-as-it-focuses-on-high-priority-areas.html,Post-IPO,$210,Australia,3/6/2023,TEAM
SiriusXM,New York City,475.0,2023-03-06,8%,Media,https://variety.com/2023/digital/news/siriusxm-layoffs-465-employees-1235543907/,Post-IPO,$525,United States,3/6/2023,SIRI
Embark Trucks,SF Bay Area,230.0,2023-03-03,70%,Transportation,https://techcrunch.com/2023/03/03/embark-trucks-lays-off-workers-explores-liquidation-of-self-driving-truck-assets/,Post-IPO,$317,United States,3/3/2023,None
Airbnb,SF Bay Area,30.0,2023-03-03,,Travel,https://www.bloomberg.com/news/articles/2023-03-03/airbnb-layoffs-hit-recruiting-staff-even-as-it-selectively-hires,Post-IPO,$6400,United States,3/3/2023,ABNB
Accolade,Seattle,,2023-03-03,,Healthcare,https://www.bizjournals.com/seattle/news/2023/03/03/accolade-layoffs-reducing-office-footprint-seattle.html,Post-IPO,$458,United States,3/6/2023,4NE1.MU
Zscaler,SF Bay Area,177.0,2023-03-02,3%,Security,https://www.crn.com/news/security/zscaler-discloses-layoffs-for-3-percent-of-employees,Post-IPO,$148,United States,3/3/2023,ZS
Thoughtworks,Chicago,500.0,2023-03-01,4%,Other,https://techcrunch.com/2023/03/01/thoughtworks-layoffs-economic-slowdown/,Post-IPO,$748,United States,3/1/2023,None
Sonder,SF Bay Area,100.0,2023-03-01,14%,Travel,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001819395/000181939523000010/son-20230301.htm,Post-IPO,$839,United States,3/1/2023,SOND
Electronic Arts,Baton Rouge,200.0,2023-02-28,,Consumer,https://kotaku.com/ea-apex-legends-bugs-layoffs-respawn-zoom-1850168472,Post-IPO,$2,United States,3/1/2023,EA
Eventbrite,SF Bay Area,80.0,2023-02-28,8%,Consumer,https://www.reuters.com/markets/us/ticketing-service-provider-eventbrite-lay-off-8-workforce-2023-02-28/,Post-IPO,$557,United States,2/28/2023,EB
MeridianLink,Los Angeles,,2023-02-28,9%,Finance,https://www.marketscreener.com/quote/stock/MERIDIANLINK-INC-125185257/news/MeridianLink-A-Message-from-MeridianLink-CEO-Nicolaas-Vlok-43111536/,Post-IPO,$485,United States,2/28/2023,MLNK
Sono Motors,"Munich,Non-U.S.",300.0,2023-02-27,,Transportation,https://twitter.com/sonomotors/status/1630246207137419264,Post-IPO,$126,Germany,2/27/2023,None
Palantir,Denver,75.0,2023-02-27,2%,Data,https://www.cnbc.com/2023/02/27/palantir-layoffs-75-employees-2percent-of-workforce.html,Post-IPO,$3000,United States,2/27/2023,PLTR
Twitter,SF Bay Area,200.0,2023-02-25,10%,Consumer,https://www.nytimes.com/2023/02/26/technology/twitter-layoffs.html,Post-IPO,$12900,United States,2/26/2023,EBT-USD
Ericsson,"Stockholm,Non-U.S.",8500.0,2023-02-24,8%,Other,https://www.reuters.com/business/media-telecom/ericsson-lay-off-8500-employees-memo-2023-02-24/,Post-IPO,$663,Sweden,2/23/2023,ERIC
Lucira Health,SF Bay Area,26.0,2023-02-24,,Healthcare,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,Post-IPO,$132,United States,2/24/2023,None
EQRx,Boston,,2023-02-24,18%,Healthcare,https://www.biopharmadive.com/news/eqrx-biotech-layoffs-jobs-restructuring/643507/,Post-IPO,$1900,United States,5/5/2023,EQRXW
EVgo,Los Angeles,40.0,2023-02-23,,Transportation,https://www.businesswire.com/news/home/20230223005797/en/EVgo-Inc.-Aligns-Organization-Around-Growing-Its-Charging-Network,Post-IPO,$400,United States,2/23/2023,EVGO
TaskUs,San Antonio,186.0,2023-02-22,,Support,https://www.expressnews.com/business/article/taskus-layoff-186-employees-san-antonio-17798813.php,Post-IPO,$279,United States,2/23/2023,TASK
Criteo,"Paris,Non-U.S.",,2023-02-21,,Marketing,https://digiday.com/media-buying/criteo-adds-to-the-ongoing-wave-of-ad-tech-layoffs/,Post-IPO,$61,France,2/21/2023,CRTO
Zalando,"Berlin,Non-U.S.",,2023-02-21,,Retail,https://www.reuters.com/business/retail-consumer/online-fashion-retailer-zalando-cutting-hundreds-jobs-2023-02-21/,Post-IPO,$467,Germany,2/21/2023,ZAL.DE
HP,"Tel Aviv,Non-U.S.",100.0,2023-02-19,,Hardware,https://www.themarker.com/technation/2023-02-19/ty-article/.premium/00000186-692c-d22b-ad9e-7f6e08aa0000,Post-IPO,$4200,Israel,2/19/2023,HP
Micron,Boise,2400.0,2023-02-17,5%,Hardware,https://www.ktvb.com/article/money/business/micron-workforce-reduction-15-percent-worldwide-computer-memory-semiconductors-technology/277-d45fa4ac-e85f-4594-8ced-af9f4dc8911a,Post-IPO,$50,United States,3/31/2023,MU
Tencent,"Shenzen,Non-U.S.",300.0,2023-02-17,,Consumer,https://brandequity.economictimes.indiatimes.com/news/digital/tencent-says-is-making-personnel-adjustments-after-report-of-layoffs/97998975,Post-IPO,$12600,China,2/17/2023,TCEHY
Digimarc,Portland,,2023-02-17,,Other,https://www.oregonlive.com/silicon-forest/2023/02/oregon-tech-company-digimarc-will-lay-off-17-of-its-workforce.html,Post-IPO,$105,United States,2/23/2023,DMRC
DocuSign,SF Bay Area,680.0,2023-02-16,10%,Sales,https://www.cnbc.com/2023/02/16/docusign-layoffs-company-to-cut-10percent-of-workforce.html,Post-IPO,$536,United States,2/16/2023,DOCU
The RealReal,SF Bay Area,230.0,2023-02-16,7%,Retail,https://www.theinformation.com/briefings/the-realreal-to-cut-7-of-headcount-close-some-stores-and-offices,Post-IPO,$356,United States,2/16/2023,REAL
Smartsheet,Seattle,85.0,2023-02-16,3%,Other,https://www.bizjournals.com/seattle/news/2023/02/16/smartsheet-lays-off-85-employees-globally.html,Post-IPO,$152,United States,2/17/2023,None
Wix,"Tel Aviv,Non-U.S.",370.0,2023-02-15,6%,Marketing,https://www.calcalistech.com/ctechnews/article/s1lsqn5as,Post-IPO,$58,Israel,2/15/2023,WIX
DigitalOcean,New York City,200.0,2023-02-15,11%,Infrastructure,https://www.theregister.com/2023/02/15/digitalocean_layoffs/,Post-IPO,$491,United States,2/15/2023,DOCN
Sprinklr,New York City,100.0,2023-02-15,4%,Support,https://techcrunch.com/2023/02/15/sprinklr-layoffs-2023/,Post-IPO,$429,United States,2/15/2023,CXM
Momentive,SF Bay Area,,2023-02-15,14%,Marketing,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001739936/b9e6bc4a-1447-4316-be95-a69aca1214cb.pdf,Post-IPO,$1100,United States,2/16/2023,None
Vicarious Surgical,Boston,,2023-02-15,14%,Healthcare,https://www.medtechdive.com/news/RBOT-Vicarious-Baxter-BAX-layoffs/642848/,Post-IPO,$185,United States,2/16/2023,RBOT
Blackbaud,Charleston,500.0,2023-02-14,14%,Other,https://www.postandcourier.com/business/sc-tech-employer-blackbaud-has-cut-about-500-jobs-since-last-year/article_ef9dd60a-ac9b-11ed-8c4a-bbbeb9f0cda5.html,Post-IPO,,United States,2/15/2023,BLKB
Udemy,SF Bay Area,,2023-02-14,10%,Education,https://about.udemy.com/udemy-news/a-message-from-gregg-coccari-ceo-of-udemy/,Post-IPO,$311,United States,2/14/2023,UDMY
Twilio,SF Bay Area,1500.0,2023-02-13,17%,Other,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,Post-IPO,$614,United States,2/13/2023,TWLO
Titan Medical,"Toronto,Non-U.S.",48.0,2023-02-10,72%,Healthcare,https://www.fiercebiotech.com/medtech/titan-medical-lays-70-staff-search-buyer-comes-short,Post-IPO,$278,Canada,3/10/2023,None
Rigetti Computing,SF Bay Area,,2023-02-10,28%,Hardware,https://www.marketwatch.com/story/rigetti-computing-to-slash-28-of-jobs-59be433b,Post-IPO,$298,United States,2/10/2023,RGTI
Deliveroo,"London,Non-U.S.",350.0,2023-02-09,9%,Food,https://news.sky.com/story/deliveroo-to-cut-hundreds-of-jobs-globally-and-uk-to-be-worst-hit-12806890,Post-IPO,$1700,United Kingdom,2/9/2023,926.F
Oportun,SF Bay Area,155.0,2023-02-09,10%,Finance,https://seekingalpha.com/news/3934558-oportun-financial-to-lay-off-10-of-headcount-reports-q4-prelim-results,Post-IPO,$566,United States,3/1/2023,OPRT
GitLab,SF Bay Area,130.0,2023-02-09,7%,Product,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,Post-IPO,$413,United States,2/9/2023,GTLB
Bark,New York City,126.0,2023-02-09,12%,Retail,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,Post-IPO,,United States,2/9/2023,BARK
REE Automotive,"Tel Aviv,Non-U.S.",31.0,2023-02-09,11%,Transportation,https://www.calcalistech.com/ctechnews/article/s16tkompi,Post-IPO,$317,Israel,2/10/2023,REE
GoDaddy,Phoenix,530.0,2023-02-08,8%,Marketing,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/,Post-IPO,$800,United States,2/8/2023,GDDY
Affirm,SF Bay Area,500.0,2023-02-08,19%,Finance,https://www.wsj.com/articles/affirm-cuts-500-employees-19-of-its-workforce-11675897002,Post-IPO,$1500,United States,2/8/2023,AFRM
Zoom,SF Bay Area,1300.0,2023-02-07,15%,Other,https://www.cnbc.com/2023/02/07/zoom-to-lay-off-1300-employees-or-about-15percent-of-its-workforce.html,Post-IPO,$276,United States,2/7/2023,ZM
eBay,SF Bay Area,500.0,2023-02-07,4%,Retail,https://www.reuters.com/technology/ebay-lay-off-500-employees-2023-02-07/,Post-IPO,$1200,United States,2/7/2023,EBAY
SecureWorks,Atlanta,212.0,2023-02-07,9%,Security,https://www.marketwatch.com/story/secureworks-to-cut-9-of-its-workforce-as-layoffs-could-affect-more-than-200-employees-01675779796,Post-IPO,$83,United States,2/7/2023,None
Openpay,"Melbourne,Non-U.S.",83.0,2023-02-07,100%,Finance,https://www.9news.com.au/finance/openpay-buy-now-pay-later-collapses-asx-listed-company/1fd1c0d8-4215-4e64-a9ed-9381e0d3f1a5,Post-IPO,$299,Australia,2/6/2023,None
Dell,Austin,6650.0,2023-02-06,5%,Hardware,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,Post-IPO,,United States,2/6/2023,DELL
Okta,SF Bay Area,300.0,2023-02-02,5%,Security,https://www.bloomberg.com/news/articles/2023-02-02/okta-to-lay-off-300-employees-citing-overhiring-execution-challenges,Post-IPO,$1200,United States,2/2/2023,OKTA
Autodesk,SF Bay Area,250.0,2023-02-02,2%,Other,https://www.bloomberg.com/news/articles/2023-02-03/autodesk-layoffs-hit-250-jobs-joining-tech-industry-peers,Post-IPO,,United States,2/3/2023,ADSK
NCC Group,"Manchester,Non-U.S.",125.0,2023-02-02,7%,Security,https://www.businesstimes.com.sg/companies-markets/british-cybersecurity-firm-ncc-group-cut-workforce-7,Post-IPO,,United Kingdom,2/3/2023,NZB.F
Desktop Metal,Boston,,2023-02-02,,Other,https://www.bizjournals.com/boston/news/2023/02/02/desktop-metal-to-cut-workers-again.html,Post-IPO,$811,United States,2/2/2023,None
Getaround,SF Bay Area,,2023-02-02,10%,Transportation,https://techcrunch.com/2023/02/02/car-sharing-spac-getaround-lays-off-10-of-staff/,Post-IPO,$948,United States,2/2/2023,GETR
NCSoft,"Seoul,Non-U.S.",,2023-02-02,20%,Consumer,https://venturebeat.com/games/ncsoft-west-lays-off-20-of-its-staff-and-ceo-departs/,Post-IPO,$240,South Korea,2/2/2023,036570.KS
Splunk,SF Bay Area,325.0,2023-02-01,4%,Data,https://www.marketwatch.com/story/splunk-to-lay-off-4-of-its-staff-in-latest-sign-of-software-cutbacks-11675260328,Post-IPO,$2400,United States,2/1/2023,None
Pinterest,SF Bay Area,150.0,2023-02-01,,Consumer,https://www.bloomberg.com/news/articles/2023-02-02/pinterest-cuts-about-150-jobs-joining-flurry-of-tech-layoffs,Post-IPO,$1500,United States,2/1/2023,PINS
DraftKings,Boston,140.0,2023-02-01,4%,Consumer,https://www.cnbc.com/2023/02/01/draftkings-cuts-140-jobs.html,Post-IPO,$719,United States,2/1/2023,DKNG
Cyren,Washington D.C.,121.0,2023-02-01,,Security,https://ir.cyren.com/websites/cyren/English/5015/press-release.html?airportNewsID=631c3a77-555f-4a78-be5b-ec30c5cdaaac,Post-IPO,$161,United States,2/2/2023,CYRNQ
VerticalScope,"Toronto,Non-U.S.",60.0,2023-02-01,22%,Media,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/,Post-IPO,,Canada,2/1/2023,7E9.F
Appgate,Miami,34.0,2023-02-01,8%,Security,https://seekingalpha.com/filing/7197018,Post-IPO,,United States,2/26/2023,None
Frequency Therapeutics,Boston,,2023-02-01,50%,Healthcare,https://www.bizjournals.com/boston/news/2023/02/13/frequency-therapeutics-layoffs-2023.html,Post-IPO,$76,United States,2/14/2023,None
MariaDB,"Helsinki,Non-U.S.",,2023-02-01,8%,Data,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001929589/ec0bacf5-b734-418a-abde-4fe0b21d43d8.pdf,Post-IPO,$245,Finland,2/7/2023,None
Match Group,New York City,,2023-02-01,8%,Consumer,https://www.bloomberg.com/news/articles/2023-02-01/match-will-reduce-global-workforce-by-8-as-sales-miss-estimates?leadSource=uverify%20wall,Post-IPO,,United States,2/1/2023,MTCH
Rivian,Detroit,,2023-02-01,6%,Transportation,https://www.reuters.com/business/autos-transportation/ev-maker-rivian-cut-6-jobs-amid-price-war-internal-memo-2023-02-01/,Post-IPO,$10700,United States,2/1/2023,RIVN
PayPal,SF Bay Area,2000.0,2023-01-31,7%,Finance,https://www.cnbc.com/2023/01/31/paypal-to-lay-off-2000-employees-in-coming-weeks-about-7percent-of-workforce.html,Post-IPO,$216,United States,1/31/2023,PYPL
NetApp,SF Bay Area,960.0,2023-01-31,8%,Data,https://www.theregister.com/2023/01/31/netapp_layoffs_8_percent/,Post-IPO,,United States,1/31/2023,NTAP
Workday,SF Bay Area,525.0,2023-01-31,3%,HR,https://www.cnbc.com/2023/01/31/workday-lays-off-employees-but-will-grow-head-count.html,Post-IPO,$230,United States,1/31/2023,WDAY
HubSpot,Boston,500.0,2023-01-31,7%,Marketing,https://www.marketwatch.com/story/hubspot-to-lay-off-about-500-employees-consolidate-workspace-leases-01675175630,Post-IPO,$100,United States,1/31/2023,HUBS
Upstart,SF Bay Area,365.0,2023-01-31,20%,Finance,https://www.marketwatch.com/story/upstart-to-lay-off-365-employees-20-of-staff-271675176017,Post-IPO,$144,United States,1/31/2023,UPST
Software AG,"Frankfurt,Non-U.S.",200.0,2023-01-31,4%,Data,https://investors.softwareag.com/content/dam/investorrelation/pdfs/english/financial-results/2022/q4/20230131_sow_en_press_release_q4_2022.pdf.sagdownload.inline.1675184544569.pdf,Post-IPO,$344,Germany,2/4/2023,INW.F
Wish,SF Bay Area,150.0,2023-01-31,17%,Retail,https://ir.wish.com/node/9361/html,Post-IPO,$1600,United States,1/31/2023,WISH
Nubank,"Sao Paulo,Non-U.S.",40.0,2023-01-31,,Finance,https://valorinveste.globo.com/mercados/renda-variavel/empresas/noticia/2023/01/31/nubank-demite-40-pessoas-e-fecha-rea-de-assessoria-de-investimentos.ghtml,Post-IPO,$4100,Brazil,6/8/2023,None
National Instruments,Austin,,2023-01-31,4%,Hardware,https://www.cmlviz.com/stocks/NATI/news/b/2023/01/31/national-instruments-corp-expected-to-reduce-ni-s-worldwide-headcount-by-approximately-4-during-2023,Post-IPO,,United States,2/4/2023,None
OpenText,"Waterloo,Non-U.S.",,2023-01-31,8%,Data,https://www.crn.com/news/security/layoffs-ahead-as-opentext-closes-5-8b-micro-focus-buy,Post-IPO,$1100,Canada,1/31/2023,None
Philips,"Amsterdam,Non-U.S.",6000.0,2023-01-30,13%,Healthcare,https://www.reuters.com/markets/europe/philips-scraps-6000-jobs-drive-improve-profitability-2023-01-30/,Post-IPO,,Netherlands,1/30/2023,PHG
Arrival,"London,Non-U.S.",800.0,2023-01-30,50%,Transportation,https://techcrunch.com/2023/01/30/ev-company-arrival-to-cut-workforce-by-50-in-third-restructuring-effort/,Post-IPO,$629,United Kingdom,1/30/2023,ARVLF
Groupon,Chicago,500.0,2023-01-30,,Retail,https://www.chicagobusiness.com/technology/groupon-lay-another-500-workers,Post-IPO,$1400,United States,1/30/2023,GRPN
Intel,SF Bay Area,343.0,2023-01-30,,Hardware,https://www.sfgate.com/tech/article/intel-plans-layoffs-california-campus-17752669.php,Post-IPO,$12,United States,1/30/2023,INTC
Delivery Hero,"Berlin,Non-U.S.",156.0,2023-01-30,4%,Food,https://newsingermany.com/delivery-hero-lays-off-four-percent-of-employees-at-headquarters/,Post-IPO,$9900,Germany,1/30/2023,DHER.DE
BM Technologies,Philadelphia,,2023-01-30,25%,Finance,https://ir.bmtxinc.com/news/news-details/2023/BM-Technologies-Inc.-Announces-Profit-Enhancement-Plan-and-Changes-to-Management-and-Directors/default.aspx,Post-IPO,,United States,1/31/2023,None
Quantum SI,New Haven,,2023-01-30,12%,Healthcare,https://www.genomeweb.com/proteomics-protein-research/quantum-si-laying-12-percent-workforce#.Y9wOl-zMK8A,Post-IPO,$425,United States,2/2/2023,QSI
SoFi,SF Bay Area,,2023-01-30,,Finance,https://www.americanbanker.com/news/sofis-bank-charter-drives-positive-outlook-though-layoffs-hit-tech-unit,Post-IPO,$3000,United States,1/30/2023,SOFI
